food_id	food_name	Protein	Lipid	Carbohydrate	Energy
14151	Beverages, carbonated, low calorie, other than cola or pepper, with aspartame, contains caffeine	0.1	0.0	0.0	0
907081	REDUCED SODIUM: Turkey breast, sliced, prepackaged	14.81	3.77	2.2	106
14154	Beverages, Energy drink, RED BULL	0.46	0.0	10.23	43
14155	Beverages, carbonated, tonic water	0.0	0.0	8.8	34
14156	Beverages, Energy drink, RED BULL, sugar free, with added caffeine, niacin, pantothenic acid, vitamins B6 and B12	0.25	0.08	0.7	5
14157	Beverages, carbonated, root beer	0.0	0.0	10.6	41
14162	Beverages, Apple juice drink, light, fortified with vitamin C	0.0	0.1	5.1	22
14163	Beverages, chocolate drink, milk and soy based, ready to drink, fortified	4.22	1.69	17.3	101
14167	Beverages, POWERADE, Zero, Mixed Berry	0.0	0.0	0.14	0
14171	Beverages, coconut milk, sweetened, fortified with calcium, vitamins A, B12, D2	0.21	2.08	2.92	31
14174	Beverages, Lemonade fruit juice drink light, fortified with vitamin E and C	0.0	0.0	5.0	21
14179	Beverages, coffee, ready to drink, milk based, sweetened	1.98	1.38	12.6	71
14185	Beverages, tea, Oolong, brewed	0.0	0.0	0.15	1
14189	Beverages, The COCA-COLA company, Minute Maid, Lemonade	0.0	0.0	12.08	46
14190	Beverages, tea, green, ready-to-drink, diet	0.0	0.0	0.93	4
14192	Beverages, Cocoa mix, powder	6.67	4.0	83.73	398
6001	Soup, cream of asparagus, canned, condensed	1.82	3.26	8.52	69
14196	Beverages, Cocoa mix, no sugar added, powder	15.49	3.0	71.93	377
6004	Soup, bean with pork, canned, condensed	5.88	4.42	16.97	129
14199	Beverages, tea, black, ready-to-drink, lemon, sweetened	0.0	0.22	10.8	45
6008	Soup, beef broth or bouillon canned, ready-to-serve	1.14	0.22	0.04	7
14201	Beverages, coffee, brewed, prepared with tap water, decaffeinated	0.1	0.0	0.0	0
14202	Beverages, coffee, brewed, espresso, restaurant-prepared, decaffeinated	0.1	0.18	1.69	9
6009	Soup, beef noodle, canned, condensed	3.85	2.46	7.16	67
6010	Soup, cream of celery, canned, condensed	1.32	4.46	7.03	72
6011	Soup, cheese, canned, condensed	0.8	3.92	11.3	82
14206	Beverages, tea, green, ready-to-drink, sweetened	0.0	0.22	6.2	27
14207	Beverages, tea, ready-to-drink, lemon, diet	0.0	0.0	0.41	2
6015	Soup, chicken, canned, chunky, ready-to-serve	5.06	2.64	6.88	71
14209	Beverages, coffee, brewed, prepared with tap water	0.12	0.02	0.0	1
14210	Beverages, coffee, brewed, espresso, restaurant-prepared	0.12	0.18	1.67	9
14211	Beverages, tea, black, ready-to-drink, lemon, diet	0.0	0.0	0.22	1
6016	Soup, cream of chicken, canned, condensed	2.38	5.77	7.16	90
6018	Soup, chunky chicken noodle, canned, ready-to-serve	3.09	1.16	4.46	41
14214	Beverages, coffee, instant, regular, powder	12.2	0.5	75.4	353
6019	Soup, chicken noodle, canned, condensed	2.37	1.55	6.07	48
6022	Soup, chicken rice, canned, chunky, ready-to-serve	5.11	1.33	5.41	53
6023	Soup, chicken with rice, canned, condensed	1.84	1.56	11.57	68
6024	Soup, chicken and vegetable, canned, ready-to-serve	1.97	0.73	4.68	33
6027	Soup, clam chowder, manhattan style, canned, chunky, ready-to-serve	3.02	1.41	7.84	56
14216	Beverages, aloe vera juice drink, fortified with Vitamin C	0.0	0.0	3.75	15
6029	CAMPBELL'S, HEALTHY REQUEST, chicken with rice, condensed	1.59	1.19	7.19	46
6030	Soup, clam chowder, new england, canned, condensed	3.17	2.06	10.32	72
14218	Beverages, coffee, instant, decaffeinated, powder	11.6	0.2	76.0	351
14224	Beverages, coffee, instant, mocha, sweetened	5.29	15.87	74.04	460
6039	Soup, minestrone, canned, chunky, ready-to-serve	2.13	1.17	8.64	53
6040	Soup, minestrone, canned, condensed	3.48	2.05	9.17	68
6043	Soup, cream of mushroom, canned, condensed	1.35	5.3	6.8	79
6044	Soup, mushroom with beef stock, canned, condensed	2.51	3.21	7.41	68
6045	Soup, onion, canned, condensed	3.06	1.42	6.68	46
14236	Beverages, coffee substitute, cereal grain beverage, powder	6.01	2.52	78.42	360
14237	Beverages, coffee substitute, cereal grain beverage, prepared with water	0.1	0.04	1.3	6
14239	Alcoholic beverage, malt beer, hard lemonade	0.0	0.0	10.07	68
6049	Soup, pea, green, canned, condensed	6.54	2.23	20.18	125
14242	Cranberry juice cocktail, bottled	0.0	0.1	13.52	54
6050	Soup, pea, split with ham, canned, chunky, ready-to-serve	4.62	1.66	11.17	77
6053	Soup, cream of potato, canned, condensed	1.51	1.88	12.79	74
14247	Beverages, tea, black, ready to drink	0.0	0.0	0.0	0
14250	Beverages, AMBER, hard cider	0.0	0.0	5.92	56
14251	Alcoholic beverages, beer, higher alcohol	0.9	0.0	0.27	58
14253	Alcoholic beverages, wine, rose	0.36	0.0	3.8	83
6067	Soup, chunky vegetable, canned, ready-to-serve	1.14	0.36	7.9	39
14260	Beverages, tea, green, brewed, decaffeinated	0.0	0.0	0.0	0
14261	Beverages, tea, green, ready to drink, unsweetened	0.0	0.0	0.0	0
14262	Beverages, citrus fruit juice drink, frozen concentrate	1.2	0.1	40.2	162
6068	Soup, vegetarian vegetable, canned, condensed	1.72	1.58	9.78	59
6070	Soup, chunky beef, canned, ready-to-serve	3.97	1.11	10.08	66
6071	Soup, vegetable beef, canned, condensed	4.45	1.51	8.11	63
6072	Soup, vegetable with beef broth, canned, condensed	2.42	1.56	10.7	66
6075	Soup, beef broth or bouillon, powder, dry	15.97	8.89	17.4	213
14267	Beverages, Fruit punch drink, with added nutrients, canned	0.0	0.0	11.94	47
14270	Beverages, coffee, instant, vanilla, sweetened, decaffeinated, with non dairy creamer	0.0	13.33	86.28	465
14276	Beverages, Tropical Punch, ready-to-drink	0.0	0.0	2.5	10
14278	Beverages, tea, green, brewed, regular	0.22	0.0	0.0	1
14280	Beverages, tea, black, ready to drink, decaffeinated, diet	0.0	0.0	0.83	0
14281	Beverages, tea, black, ready to drink, decaffeinated	0.0	0.0	8.75	38
14292	Lemonade, frozen concentrate, white	0.22	0.7	49.89	196
6101	Soup, cream of vegetable, dry, powder	8.0	24.1	52.1	446
14296	Beverages, lemonade-flavor drink, powder	0.0	1.01	97.9	380
6112	Sauce, teriyaki, ready-to-serve	5.93	0.02	15.56	89
14305	Malt beverage, includes non-alcoholic beer	0.21	0.12	8.05	37
6116	Gravy, beef, canned, ready-to-serve	3.75	2.36	4.81	53
14311	Beverages, Malted drink mix, natural, powder, dairy based.	14.29	9.52	71.21	428
6119	Gravy, chicken, canned or bottled, ready-to-serve	0.71	2.62	5.29	48
14315	Beverages, OVALTINE, chocolate malt powder	0.0	0.0	92.96	372
6128	Soup, chicken noodle, dry, mix	15.42	6.51	62.32	377
6150	Sauce, barbecue	0.82	0.63	40.77	172
14347	Shake, fast food, vanilla	3.37	6.52	19.59	148
14350	Strawberry-flavor beverage mix, powder	0.1	0.2	99.1	389
6159	Soup, tomato, canned, condensed	1.46	0.44	15.22	66
14352	Beverages, tea, black, brewed, prepared with tap water, decaffeinated	0.0	0.0	0.3	1
14353	Beverages, tea, instant, decaffeinated, unsweetened	20.21	0.0	58.66	315
14355	Beverages, tea, black, brewed, prepared with tap water	0.0	0.0	0.3	1
6164	Sauce, salsa, ready-to-serve	1.44	0.19	6.74	34
14356	Beverages, tea, instant, decaffeinated, lemon, diet	3.3	0.6	85.4	338
6169	Sauce, ready-to-serve, pepper, TABASCO	1.29	0.76	0.8	12
6170	Soup, stock, beef, home-prepared	1.97	0.09	1.2	13
6172	Soup, stock, chicken, home-prepared	2.52	1.2	3.53	36
6174	Soup, stock, fish, home-prepared	2.26	0.81	0.0	16
6175	Sauce, hoisin, ready-to-serve	3.31	3.39	44.08	220
6176	Sauce, oyster, ready-to-serve	1.35	0.25	10.92	51
6177	Soup, minestrone, canned, reduced sodium, ready-to-serve	2.0	0.8	9.0	50
14366	Beverages, tea, instant, unsweetened, powder	20.21	0.0	58.66	315
6179	Sauce, fish, ready-to-serve	5.06	0.01	3.64	35
14368	Beverages, tea, instant, lemon, unsweetened	7.4	0.18	78.52	345
14370	Beverages, tea, instant, lemon, sweetened, powder	0.12	0.73	98.55	401
6182	Soup, cream of mushroom, canned, condensed, reduced sodium	1.21	1.69	8.1	52
6183	Soup, chicken broth, less/reduced sodium, ready to serve	1.36	0.0	0.38	7
14376	Beverages, tea, instant, lemon, diet	0.02	0.0	0.44	2
6189	Sauce, teriyaki, ready-to-serve, reduced sodium	5.93	0.02	15.58	89
6190	Soup, bean & ham, canned, reduced sodium, prepared with water or ready-to-serve	4.19	1.03	13.66	81
14381	Beverages, tea, herb, other than chamomile, brewed	0.0	0.0	0.2	1
6194	Soup, chicken broth, ready-to-serve	0.64	0.21	0.44	6
14407	Beverages, orange-flavor drink, breakfast type, powder	0.0	0.0	98.94	386
14411	Beverages, water, tap, drinking	0.0	0.0	0.0	0
14414	Alcoholic beverage, liqueur, coffee, 53 proof	0.1	0.3	46.8	336
14415	Alcoholic beverage, liqueur, coffee with cream, 34 proof	2.8	15.7	20.9	327
14416	Beverages, carbonated, low calorie, cola or pepper-type, with aspartame, contains caffeine	0.11	0.03	0.29	2
6230	Soup, clam chowder, new england, canned, prepared with equal volume low fat (2%) milk	3.24	2.02	7.46	61
14429	Beverages, water, tap, municipal	0.0	0.0	0.0	0
14436	Beverages, orange breakfast drink, ready-to-drink, with added nutrients	0.0	0.0	13.2	53
6256	Soup, cream of shrimp, canned, prepared with equal volume low fat (2%) milk	2.78	3.23	5.64	61
14460	Beverages, PEPSICO QUAKER, Gatorade, G performance O 2, ready-to-drink.	0.0	0.0	6.43	26
14461	Beverages, COCA-COLA, POWERADE, lemon-lime flavored, ready-to-drink	0.0	0.05	7.84	32
14545	Beverages, tea, herb, brewed, chamomile	0.0	0.0	0.2	1
14552	Carbonated beverage, chocolate-flavored soda	0.0	0.0	10.7	42
14553	Beverages, Wine, non-alcoholic	0.5	0.0	1.1	6
14555	Water, bottled, generic	0.0	0.0	0.0	0
14557	Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients	4.55	2.27	90.28	400
6402	Soup, black bean, canned, prepared with equal volume water	2.42	0.66	7.71	46
14604	Water, non-carbonated, bottles, natural fruit flavors, sweetened with low calorie sweetener	0.0	0.0	0.13	1
6413	Soup, chicken broth, canned, prepared with equal volume water	2.02	0.57	0.38	16
14605	Beverages, Water with added vitamins and minerals, bottles, sweetened, assorted fruit flavors	0.0	0.0	5.49	22
6417	Soup, chicken gumbo, canned, prepared with equal volume water	1.08	0.59	3.43	23
6430	Soup, clam chowder, new england, canned, prepared with equal volume water	1.55	1.01	5.05	35
14625	Beverages, Energy drink, AMP	0.25	0.08	12.08	46
14626	Beverages, Energy drink, FULL THROTTLE	0.25	0.08	12.08	46
14627	Beverages, Energy Drink, Monster, fortified with vitamins C, B2, B3, B6, B12	0.47	0.0	11.28	47
14628	Beverages, Energy drink, AMP, sugar free	0.0	0.0	1.03	2
14629	Beverages, Energy drink, ROCKSTAR	0.34	0.22	12.7	58
14630	Beverages, Energy drink, ROCKSTAR, sugar free	0.25	0.08	0.7	4
14633	Beverages, Vegetable and fruit juice drink, reduced calorie, with low-calorie sweetener, added vitamin C	0.0	0.0	1.1	4
14634	Beverages, milk beverage, reduced fat, flavored and sweetened, Ready-to-drink,  added calcium, vitamin A and vitamin D	3.05	1.83	12.08	77
14635	Beverages, vegetable and fruit juice blend, 100% juice, with added vitamins A, C, E	0.3	0.01	11.15	46
14636	Beverages, fruit juice drink, reduced sugar, with vitamin E added	0.0	0.07	10.0	39
14637	Water, with corn syrup and/or sugar and low calorie sweetener, fruit flavored	0.0	0.0	4.5	18
14639	Beverages, rice milk, unsweetened	0.28	0.97	9.17	47
14640	Beverages, Energy drink, VAULT, citrus flavor	0.0	0.0	12.99	49
6449	Soup, pea, green, canned, prepared with equal volume water	3.2	1.09	9.88	61
14641	Beverages, Energy drink, VAULT Zero, sugar-free, citrus flavor	0.25	0.08	0.7	1
31023	Sweet Potatoes, french fried, frozen as packaged, salt added in processing	2.16	8.92	35.58	182
14644	Beverages, PEPSICO QUAKER, Gatorade G2, low calorie	0.05	0.01	1.94	8
14645	Beverages, Fruit flavored drink, less than 3% juice, not fortified with vitamin C	0.0	0.0	16.03	64
14646	Beverages, Fruit flavored drink containing less than 3% fruit juice, with high vitamin C	0.0	0.0	6.67	27
14648	Beverages, fruit juice drink, greater than 3% fruit juice, high vitamin C and added thiamin	0.13	0.0	13.16	54
14649	Beverages, tea, hibiscus, brewed	0.0	0.0	0.0	0
31033	Ginger root, pickled, canned, with artificial sweetener	0.33	0.1	4.83	20
14651	Beverages, fruit juice drink, greater than 3% juice, high vitamin C	0.13	0.11	11.35	46
31034	Peppers, hot pickled, canned	0.8	0.4	4.56	22
6461	Soup, tomato beef with noodle, canned, prepared with equal volume water	1.78	1.71	8.44	56
14654	Beverages, nutritional shake mix, high protein, powder	53.57	10.71	20.38	392
31036	Potatoes, mashed, ready-to-eat	1.97	5.01	13.29	106
6468	Soup, vegetarian vegetable, canned, prepared with equal volume water	0.86	0.79	4.89	28
6472	Soup, vegetable with beef broth, canned, prepared with equal volume water	1.21	0.78	5.35	33
80200	Frog legs, raw	16.4	0.3	0.0	73
6475	Soup, beef broth or bouillon, powder, prepared with water	0.21	0.08	0.25	3
6480	Soup, chicken broth or bouillon, dry, prepared with water	0.28	0.23	0.3	4
6498	Soup, tomato, dry, mix, prepared with water	0.93	0.61	7.17	38
22899	Ravioli, cheese-filled, canned	2.48	1.45	13.64	77
22900	Ravioli, meat-filled, with tomato sauce or meat sauce, canned	3.24	3.41	13.26	97
22901	Tortellini, pasta with cheese filling, fresh-refrigerated, as purchased	13.5	7.23	47.0	307
22904	Chili con carne with beans, canned entree	5.8	3.47	13.1	107
22905	Beef stew, canned entree	4.41	5.53	7.85	99
22908	Beef, corned beef hash, with potato, canned	8.73	10.24	9.27	164
22910	Lasagna, cheese, frozen, prepared	6.54	5.33	13.84	130
22911	Chili, no beans, canned entree	7.53	7.1	6.1	118
22916	Lasagna with meat & sauce, frozen entree	6.63	4.42	14.39	124
33867	Infant formula, GERBER, GOOD START, PROTECT PLUS, powder	11.3	26.1	57.0	512
6559	Soup, tomato, canned, prepared with equal volume water, commercial	0.71	0.21	7.45	32
22953	Egg rolls, pork, refrigerated, heated	9.94	7.17	29.5	222
22954	Egg rolls, chicken, refrigerated, heated	10.44	4.51	28.54	197
22955	Egg rolls, vegetable, frozen, prepared	5.95	6.97	31.77	214
22957	Turkey, stuffing, mashed potatoes w/gravy, assorted vegetables, frozen, microwaved	6.97	3.89	16.32	128
22958	Rice bowl with chicken, frozen entree, prepared (includes fried, teriyaki, and sweet and sour varieties)	5.65	1.56	22.46	126
22959	Macaroni and cheese dinner with dry sauce mix, boxed, uncooked	13.86	4.82	70.12	379
6583	Soup, ramen noodle, any flavor, dry	10.17	17.59	60.26	440
6584	Soup, broccoli cheese, canned, condensed, commercial	2.1	5.3	7.7	87
22971	Potato salad with egg	1.96	9.4	16.18	157
22973	Corn dogs, frozen, prepared	8.57	12.02	26.96	250
22974	Chicken, nuggets, dark and white meat, precooked, frozen, not reheated	12.02	17.31	16.09	268
22976	Ravioli, cheese with tomato sauce, frozen, not prepared, includes regular and light entrees	4.52	2.61	17.31	111
22978	Chicken tenders, breaded, frozen, prepared	14.62	13.58	14.86	240
22998	RICE-A-RONI, chicken flavor, unprepared	10.64	1.04	76.08	356
23002	"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled"	25.4	18.57	0.0	276
6700	Soup, vegetable broth, ready to serve	0.24	0.07	0.93	5
23090	Beef, chuck for stew, separable lean and fat, all grades, cooked, braised	32.41	6.82	0.0	191
23099	"Beef, chuck, under blade pot roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised"	26.7	20.49	0.0	291
23100	"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled"	27.97	10.57	0.0	207
23105	"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled"	26.18	13.54	0.21	227
6749	Soup, beef and vegetables, canned, ready-to-serve	3.18	1.16	6.16	48
42055	Beverages, fruit-flavored drink, dry powdered mix, low calorie, with aspartame	0.45	0.04	87.38	218
15002	Fish, anchovy, european, canned in oil, drained solids	28.89	9.71	0.0	210
23197	"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled"	23.69	21.81	0.0	291
15008	Fish, carp, raw	17.83	5.6	0.0	127
15012	Fish, caviar, black and red, granular	24.6	17.9	4.0	264
15016	Fish, cod, Atlantic, cooked, dry heat	22.83	0.86	0.0	105
15017	Fish, cod, Atlantic, canned, solids and liquid	22.76	0.86	0.0	105
15018	Fish, cod, Atlantic, dried and salted	62.82	2.37	0.0	290
15019	Fish, cod, Pacific, raw (may have been previously frozen)	15.27	0.41	0.0	69
15020	Fish, croaker, Atlantic, raw	17.78	3.17	0.0	104
23214	"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled"	29.36	14.2	0.0	245
15025	Fish, eel, mixed species, raw	18.44	11.66	0.0	184
15027	Fish, fish sticks, frozen, prepared	11.01	16.23	21.66	277
15028	Fish, flatfish (flounder and sole species), raw	12.41	1.93	0.0	70
15033	Fish, haddock, raw	16.3	0.45	0.0	69
907961	REDUCED SODIUM: Chicken breast, deli, rotisserie seasoned, sliced, prepackaged	17.4	1.86	2.92	98
15035	Fish, haddock, smoked	25.23	0.96	0.0	116
15036	Fish, halibut, Atlantic and Pacific, raw	18.56	1.33	0.0	91
15039	Fish, herring, Atlantic, raw	17.96	9.04	0.0	158
15041	Fish, herring, Atlantic, pickled	14.19	18.0	9.64	262
907971	REDUCED SODIUM: Bologna, meat and poultry	10.34	23.77	6.31	281
15048	Fish, mackerel, jack, canned, drained solids	23.19	6.3	0.0	156
15050	Fish, mackerel, Pacific and jack, mixed species, raw	20.07	7.89	0.0	158
15055	Fish, mullet, striped, raw	19.35	3.79	0.0	117
15057	Fish, ocean perch, Atlantic, raw	15.31	1.54	0.0	79
15060	Fish, perch, mixed species, raw	19.39	0.92	0.0	91
15062	Fish, pike, northern, raw	19.26	0.69	0.0	88
15068	Fish, pompano, florida, raw	18.48	9.47	0.0	164
15077	Fish, salmon, chinook, smoked	18.28	4.32	0.0	117
15083	Fish, salmon, pink, raw	20.5	4.4	0.0	127
15084	Fish, salmon, pink, canned, total can contents	19.68	4.97	0.0	129
15085	Fish, salmon, sockeye, raw	22.25	4.69	0.0	131
15088	Fish, sardine, Atlantic, canned in oil, drained solids with bone	24.62	11.45	0.0	208
15091	Fish, sea bass, mixed species, raw	18.43	2.0	0.0	97
15095	Fish, shark, mixed species, raw	20.98	4.51	0.0	130
15101	Fish, snapper, mixed species, raw	20.51	1.34	0.0	100
15110	Fish, swordfish, raw	19.66	6.65	0.0	144
15119	Fish, tuna, light, canned in oil, drained solids	29.13	8.21	0.0	198
15121	Fish, tuna, light, canned in water, drained solids	19.0	0.94	0.08	85
6931	Sauce, pasta, spaghetti/marinara, ready-to-serve	1.41	1.48	8.05	51
15127	Fish, tuna, fresh, yellowfin, raw	24.4	0.49	0.0	109
15130	Fish, whitefish, mixed species, raw	19.09	5.86	0.0	134
15132	Fish, whiting, mixed species, raw	18.31	1.31	0.0	90
15138	Crustaceans, crab, alaska king, imitation, made from surimi	7.62	0.46	15.0	95
15140	Crustaceans, crab, blue, cooked, moist heat	17.88	0.74	0.0	83
15141	Crustaceans, crab, blue, canned	17.88	0.74	0.0	83
15145	Crustaceans, crayfish, mixed species, wild, raw	15.97	0.95	0.0	77
15147	Crustaceans, lobster, northern, raw	16.52	0.75	0.0	77
6956	Soup, tomato, canned, condensed, reduced sodium	1.61	0.56	13.41	65
15148	Crustaceans, lobster, northern, cooked, moist heat	19.0	0.86	0.0	89
15149	Crustaceans, shrimp, mixed species, raw (may contain additives to retain moisture)	13.61	1.01	0.91	71
15151	Crustaceans, shrimp, mixed species, cooked, moist heat (may contain additives to retain moisture)	22.78	1.7	1.52	119
15152	Crustaceans, shrimp, mixed species, canned	20.42	1.36	0.0	100
15155	Mollusks, abalone, mixed species, raw	17.1	0.76	6.01	105
6963	Fish broth	2.0	0.6	0.4	16
15157	Mollusks, clam, mixed species, raw	14.67	0.96	3.57	86
23348	"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted"	29.9	4.49	0.0	160
15160	Mollusks, clam, mixed species, canned, drained solids	24.25	1.59	5.9	142
6970	Soup, chicken broth, low sodium, canned	2.0	0.6	1.2	16
6971	Sauce, worcestershire	0.0	0.0	19.17	77
6972	Sauce, tomato chili sauce, bottled, with salt	2.5	0.3	19.79	92
15162	Mollusks, clam, mixed species, canned, liquid	0.4	0.02	0.1	2
15164	Mollusks, mussel, blue, raw	11.9	2.24	3.69	86
15166	Mollusks, octopus, common, raw	14.91	1.04	2.2	82
6976	Sauce, pasta, spaghetti/marinara, ready-to-serve, low sodium	1.41	1.48	8.06	51
15167	Mollusks, oyster, eastern, wild, raw	5.71	1.71	2.72	51
15170	Mollusks, oyster, eastern, canned	7.06	2.47	3.91	68
15172	Mollusks, scallop, mixed species, raw	12.06	0.49	3.18	69
6981	Soup, bouillon cubes and granules, low sodium, dry	16.7	13.89	64.88	438
15175	Mollusks, squid, mixed species, raw	15.58	1.38	3.08	92
23378	"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted"	30.09	3.77	0.0	162
15192	Fish, cod, Pacific, cooked, dry heat (may contain additives to retain moisture)	18.73	0.5	0.0	85
7005	Blood sausage	14.6	34.5	1.29	379
7007	Bologna, beef	10.91	26.13	4.29	299
23394	"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled"	29.06	9.11	0.0	198
7013	Bratwurst, pork, cooked	13.72	29.18	2.85	333
7014	Braunschweiger (a liver sausage), pork	14.5	28.5	3.1	327
7022	Frankfurter, beef, unheated	11.7	28.0	2.89	310
7025	Frankfurter, turkey	12.23	17.29	3.81	223
7028	Ham, sliced, pre-packaged, deli meat (96%fat free, water added)	16.7	3.73	0.27	101
7031	Ham salad spread	8.68	15.53	10.64	216
7034	Headcheese, pork	13.83	10.9	0.0	157
7038	Knackwurst, knockwurst, pork, beef	11.1	27.7	3.2	307
15234	Fish, catfish, channel, farmed, raw	15.23	5.94	0.0	119
7043	Roast beef, deli style, prepackaged, sliced	18.62	3.69	0.64	115
15236	Fish, salmon, Atlantic, farmed, raw	20.42	13.42	0.0	208
15240	Fish, trout, rainbow, farmed, raw	19.94	6.18	0.0	141
7050	Mortadella, beef, pork	16.37	25.39	3.05	311
7053	Pate, chicken liver, canned	13.45	13.1	6.55	201
7057	Pepperoni, beef and pork, sliced	19.25	46.28	1.18	504
7058	Pickle and pimiento loaf, pork	11.23	15.95	8.46	225
7064	Pork sausage, link/patty, cooked, pan-fried	18.53	27.25	1.42	325
7067	Poultry salad sandwich spread	11.64	13.52	7.41	200
15261	Fish, tilapia, raw	20.08	1.7	0.0	96
7070	Salami, cooked, turkey	19.2	9.21	1.55	172
7072	Salami, dry or hard, pork, beef	21.07	31.65	0.72	378
7073	Sandwich spread, pork, beef	7.66	17.34	11.94	235
15265	Fish, Salmon, pink, canned, drained solids, without skin and bones	24.62	4.21	0.0	136
7078	Thuringer, cervelat, summer sausage, beef, pork	17.45	30.43	3.33	362
7081	Turkey breast, sliced, prepackaged	14.81	3.77	2.2	106
7083	Sausage, Vienna, canned, chicken, beef, pork	10.5	19.4	2.6	230
7089	Sausage, Italian, pork, mild, cooked, pan-fried	18.2	26.2	2.15	317
7129	Ham, sliced, restaurant	19.6	3.68	2.36	121
23562	Beef, ground, 90% lean meat / 10% fat, raw	20.0	10.0	0.0	176
23563	Beef, ground, 90% lean meat / 10% fat, patty, cooked, broiled	26.11	11.75	0.0	217
23567	Beef, ground, 85% lean meat / 15% fat, raw (Includes foods for USDA's Food Distribution Program)	18.59	15.0	0.0	215
23568	Beef, ground, 85% lean meat / 15% fat, patty, cooked, broiled	25.93	15.41	0.0	250
23570	Beef, ground, 85% lean meat / 15% fat, crumbles, cooked, pan-browned	27.73	15.3	0.0	256
23572	Beef, ground, 80% lean meat / 20% fat, raw	17.17	20.0	0.0	254
23573	Beef, ground, 80% lean meat / 20% fat, patty, cooked, broiled	25.75	17.78	0.0	270
23575	Beef, ground, 80% lean meat / 20% fat, crumbles, cooked, pan-browned	27.0	17.36	0.0	272
23578	Beef, ground, 75% lean meat / 25% fat, patty, cooked, broiled	25.56	18.87	0.0	279
23580	Beef, ground, 75% lean meat / 25% fat, crumbles, cooked, pan-browned	26.28	18.21	0.0	277
23581	Beef, ground, 75% lean meat / 25% fat, loaf, cooked, baked	24.56	16.5	0.0	254
23588	"Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, select, cooked, broiled"	29.34	4.96	0.0	170
23590	"Beef, round, bottom round , roast, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted"	28.45	4.67	0.0	164
23602	"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, all grades, cooked, braised"	34.66	7.36	0.0	214
23612	"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, choice, raw"	21.96	5.05	0.0	139
23614	"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, choice, cooked, braised"	34.72	8.37	0.0	224
23616	"Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, choice, raw"	22.88	3.38	0.0	128
23625	"Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, choice, raw"	21.91	4.62	0.0	135
23631	"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, select, raw"	22.26	3.32	0.0	125
32002	Rice and vermicelli mix, rice pilaf flavor, unprepared	10.42	1.37	76.31	359
32008	Pasta mix, classic cheeseburger macaroni, unprepared	11.6	1.88	71.51	349
32009	Pasta mix, classic beef, unprepared	12.32	1.78	72.2	354
32010	Pasta mix, Italian lasagna, unprepared	10.9	1.97	73.77	356
32011	Yellow rice with seasoning, dry packet mix, unprepared	7.02	1.75	74.68	343
32012	Pizza rolls, frozen, unprepared	8.73	9.98	50.72	328
32013	Potsticker or wonton, pork and vegetable, frozen, unprepared	8.28	5.52	13.28	136
32014	Macaroni or noodles with cheese, made from reduced fat packaged mix, unprepared	13.1	4.03	52.06	297
32016	Macaroni or noodles with cheese, microwaveable, unprepared	11.48	6.56	70.75	388
32024	Rice mix, cheese flavor, dry mix, unprepared	8.77	3.51	73.88	362
32025	Dumpling, potato- or cheese-filled, frozen	5.26	6.14	29.64	195
32031	Salisbury steak with gravy, frozen	6.98	10.47	6.78	149
999001	Vitamin B composite in cereals	0.0	0.0	0.0	0
16006	Beans, baked, canned, plain or vegetarian	4.75	0.37	21.14	94
16010	Beans, baked, canned, with pork and sweet sauce	4.52	0.89	21.57	105
16014	Beans, black, mature seeds, raw	21.6	1.42	62.36	341
16015	Beans, black, mature seeds, cooked, boiled, without salt	8.86	0.54	23.71	132
16017	Beans, black turtle, mature seeds, cooked, boiled, without salt	8.18	0.35	24.35	130
16018	Beans, black turtle, mature seeds, canned	6.03	0.29	16.55	91
16026	Beans, great northern, mature seeds, canned	7.37	0.39	21.02	114
16028	Beans, kidney, all types, mature seeds, cooked, boiled, without salt	8.67	0.5	22.8	127
16033	Beans, kidney, red, mature seeds, cooked, boiled, without salt	8.67	0.5	22.8	127
